ColAustralia-conflicts,BT,LX,[NSW NT Q SA T V WA],29,12,0,0,1 1 2 3 1 2 2 
ColAustralia-conflicts,BT,LD,[NSW NT Q SA T V WA],29,12,0,0,1 1 2 3 1 2 2 
ColAustralia-conflicts,BT,DEG,[T V WA NSW NT Q SA],32,11,0,0,1 1 1 2 2 1 3 
ColAustralia-conflicts,BT,DDR,[SA NSW NT Q V WA T],33,15,0,0,1 2 2 3 3 3 1 
zebra,BT,LX,[Chesterfield England Japan Kool LuckyStripe Norway OldGold Parliment Spain Ukrane blue coffee dog fox green horse ivory milk oj red snail tea water yellow zebra],288307,34647,7554,528,2 3 5 1 4 1 3 5 4 2 2 5 4 1 5 2 4 3 4 3 3 2 1 1 5 
zebra,BT,LD,[Chesterfield England Japan Kool LuckyStripe Norway OldGold Parliment Spain Ukrane blue coffee dog fox green horse ivory milk oj red snail tea water yellow zebra],288307,34647,7554,236,2 3 5 1 4 1 3 5 4 2 2 5 4 1 5 2 4 3 4 3 3 2 1 1 5 
zebra,BT,DEG,[water zebra Chesterfield England Japan LuckyStripe OldGold Parliment Spain Ukrane blue coffee dog fox horse ivory milk oj red snail tea yellow Kool Norway green],145713279,16792047,4580334,110294,1 5 2 3 5 4 3 5 4 2 2 5 4 1 2 4 3 4 3 3 2 1 1 1 5 
zebra,BT,DDR,[Kool Norway green Chesterfield England Japan LuckyStripe OldGold Parliment Spain Ukrane blue coffee dog fox horse ivory milk oj red snail tea water yellow zebra],174486,31019,6306,144,1 1 5 2 3 5 4 3 5 4 2 2 5 4 1 2 4 3 4 3 3 2 1 1 5 
mutexK4,BT,LX,[V1 V2 V3 V4],8,6,0,0,1 2 1 2 
mutexK4,BT,LD,[V1 V2 V3 V4],8,6,0,0,1 2 1 2 
mutexK4,BT,DEG,[V1 V2 V3 V4],8,6,0,0,1 2 1 2 
mutexK4,BT,DDR,[V1 V2 V3 V4],8,6,0,0,1 2 1 2 
ColAustralia-intension,BT,LX,[NewSouthWales NorthernTerritory Queensland SouthAustralia Tasmania Victoria WesternAustralia],29,12,0,0,1 1 2 3 1 2 2 
ColAustralia-intension,BT,LD,[NewSouthWales NorthernTerritory Queensland SouthAustralia Tasmania Victoria WesternAustralia],29,12,0,0,1 1 2 3 1 2 2 
ColAustralia-intension,BT,DEG,[Tasmania Victoria WesternAustralia NewSouthWales NorthernTerritory Queensland SouthAustralia],32,11,0,0,1 1 1 2 2 1 3 
ColAustralia-intension,BT,DDR,[SouthAustralia NewSouthWales NorthernTerritory Queensland Victoria WesternAustralia Tasmania],33,15,0,0,1 2 2 3 3 3 1 
3q-conflict,BT,LX,[Q1 Q2 Q3],17,18,6,0,No Solution
3q-conflict,BT,LD,[Q1 Q2 Q3],17,18,6,0,No Solution
3q-conflict,BT,DEG,[Q1 Q2 Q3],17,18,6,0,No Solution
3q-conflict,BT,DDR,[Q1 Q2 Q3],17,18,6,0,No Solution
zebra-supports,BT,LX,[Chesterfield England Japan Kool LuckyStripe Norway OldGold Parliment Spain Ukrane blue coffee dog fox green horse ivory milk oj red snail tea water yellow zebra],288307,34647,7554,239,2 3 5 1 4 1 3 5 4 2 2 5 4 1 5 2 4 3 4 3 3 2 1 1 5 
zebra-supports,BT,LD,[Chesterfield England Japan Kool LuckyStripe Norway OldGold Parliment Spain Ukrane blue coffee dog fox green horse ivory milk oj red snail tea water yellow zebra],288307,34647,7554,235,2 3 5 1 4 1 3 5 4 2 2 5 4 1 5 2 4 3 4 3 3 2 1 1 5 
zebra-supports,BT,DEG,[water zebra Chesterfield England Japan LuckyStripe OldGold Parliment Spain Ukrane blue coffee dog fox horse ivory milk oj red snail tea yellow Kool Norway green],145713279,16792047,4580334,112799,1 5 2 3 5 4 3 5 4 2 2 5 4 1 2 4 3 4 3 3 2 1 1 1 5 
zebra-supports,BT,DDR,[Kool Norway green Chesterfield England Japan LuckyStripe OldGold Parliment Spain Ukrane blue coffee dog fox horse ivory milk oj red snail tea water yellow zebra],174486,31019,6306,146,1 1 5 2 3 5 4 3 5 4 2 2 5 4 1 2 4 3 4 3 3 2 1 1 5 
ac3-demo,BT,LX,[V1 V2 V3 V4],6,4,0,0,1 1 1 1 
ac3-demo,BT,LD,[V1 V2 V3 V4],6,4,0,0,1 1 1 1 
ac3-demo,BT,DEG,[V1 V4 V2 V3],6,4,0,0,1 1 1 1 
ac3-demo,BT,DDR,[V2 V3 V1 V4],6,4,0,0,1 1 1 1 
